                                                                  13 Jun 2024 22:46:58
Satellite-NOVASAT-16U


       Time (UTCG)                x (km)               y (km)              z (km)     
 3 Jan 2026 04:00:00.000     -70005039.521377     116108031.552092    -57063436.405084
 3 Jan 2026 04:03:00.000     -68478786.686186     117014002.441762    -57063780.740444
 3 Jan 2026 04:06:00.000     -66940690.974439     117900119.857065    -57064012.266477
 3 Jan 2026 04:09:00.000     -65391051.785623     118766232.199546    -57064103.844885
 3 Jan 2026 04:12:00.000     -63830173.466494     119612185.421100    -57064033.673808
 3 Jan 2026 04:15:00.000     -62258363.929448     120437823.327438    -57063786.119623
 3 Jan 2026 04:18:00.000     -60675933.198322     121242988.058110    -57063352.313405
 3 Jan 2026 04:21:00.000     -59083191.930527     122027520.724602    -57062730.489300
 3 Jan 2026 04:24:00.000     -57480449.966108     122791262.183163    -57061926.051896
 3 Jan 2026 04:27:00.000     -55868014.953748     123534053.915358    -57060951.370025
 3 Jan 2026 04:30:00.000     -54246191.101689     124255738.986425    -57059825.304859
 3 Jan 2026 04:33:00.000     -52615278.097564     124956163.049837    -57058572.490311
 3 Jan 2026 04:36:00.000     -50975570.235528     125635175.365744    -57057222.393187
 3 Jan 2026 04:39:00.000     -49327355.782174     126292629.801340    -57055808.188953
 3 Jan 2026 04:42:00.000     -47670916.604197     126928385.782677    -57054365.496009
 3 Jan 2026 04:45:00.000     -46006528.072029     127542309.169600    -57052931.016754
 3 Jan 2026 04:48:00.000     -44334459.243398     128134273.028808    -57051541.137298
 3 Jan 2026 04:51:00.000     -42654973.321196     128704158.283685    -57050230.539242
 3 Jan 2026 04:54:00.000     -40968328.369701     129251854.224086    -57049030.876482
 3 Jan 2026 04:57:00.000     -39274778.264173     129777258.863845    -57047969.567536
 3 Jan 2026 05:00:00.000     -37574573.839885     130280279.138887    -57047068.749460
 3 Jan 2026 05:03:00.000     -35867964.199443     130760830.943752    -57046344.433259
 3 Jan 2026 05:06:00.000     -34155198.130963     131218839.009377    -57045805.893030
 3 Jan 2026 05:09:00.000     -32436525.585680     131654236.629524    -57045455.312129
 3 Jan 2026 05:12:00.000     -30712199.160643     132066965.247724    -57045287.699874
 3 Jan 2026 05:15:00.000     -28982475.531885     132456973.920283    -57045291.081949
 3 Jan 2026 05:18:00.000     -27247616.784725     132824218.674251    -57045446.957255
 3 Jan 2026 05:21:00.000     -25507891.591251     133168661.781765    -57045731.003776
 3 Jan 2026 05:24:00.000     -23763576.190303     133490270.974110    -57046114.006522
 3 Jan 2026 05:27:00.000     -22014955.131965     133789018.620001    -57046562.972159
 3 Jan 2026 05:30:00.000     -20262321.757102     134064880.893002    -57047042.387785
 3 Jan 2026 05:33:00.000     -18505978.391608     134317836.952764    -57047515.575836
 3 Jan 2026 05:36:00.000     -16746236.245475     134547868.163744    -57047946.093434
 3 Jan 2026 05:39:00.000     -14983415.017114     134754957.373582    -57048299.122769
 3 Jan 2026 05:42:00.000     -13217842.214307     134939088.271087    -57048542.799489
 3 Jan 2026 05:45:00.000     -11449852.213090     135100244.841243    -57048649.428404
 3 Jan 2026 05:48:00.000      -9679785.085733     135238410.931577    -57048596.540132
 3 Jan 2026 05:51:00.000      -7907985.237054     135353569.940965    -57048367.748359
 3 Jan 2026 05:54:00.000      -6134799.895713     135445704.638369    -57047953.375017
 3 Jan 2026 05:57:00.000      -4360577.512136     135514797.115391    -57047350.819533
 3 Jan 2026 06:00:00.000      -2585666.118489     135560828.872811    -57046564.658040
 3 Jan 2026 06:03:00.000       -810411.707373     135583781.037686    -57045606.468792
 3 Jan 2026 06:06:00.000        964843.314474     135583634.704073    -57044494.390420
 3 Jan 2026 06:09:00.000       2739761.543859     135560371.387218    -57043252.429902
 3 Jan 2026 06:12:00.000       4514011.821347     135513973.578049    -57041909.546629
 3 Jan 2026 06:15:00.000       6287270.251122     135444425.382214    -57040498.547539
 3 Jan 2026 06:18:00.000       8059220.965977     135351713.225700    -57039054.835444
 3 Jan 2026 06:21:00.000       9829556.611664     135235826.607312    -57037615.058324
 3 Jan 2026 06:24:00.000      11597978.535409     135096758.877021    -57036215.711115
 3 Jan 2026 06:27:00.000      13364196.673554     134934508.018478    -57034891.743335
 3 Jan 2026 06:30:00.000      15127929.144600     134749077.413763    -57033675.225669
 3 Jan 2026 06:33:00.000      16888901.564178     134540476.568793    -57032594.126393
 3 Jan 2026 06:36:00.000      18646846.108754     134308721.778715    -57031671.244315
 3 Jan 2026 06:39:00.000      20401500.363599     134053836.714013    -57030923.338940
 3 Jan 2026 06:42:00.000      22152605.998552     133775852.910007    -57030360.491053
 3 Jan 2026 06:45:00.000      23899907.320930     133474810.144824    -57029985.718113
 3 Jan 2026 06:48:00.000      25643149.759496     133150756.693752    -57029794.859129
 3 Jan 2026 06:51:00.000      27382078.335550     132803749.451095    -57029776.733410
 3 Jan 2026 06:54:00.000      29116436.177524     132433853.914169    -57029913.567139
 3 Jan 2026 06:57:00.000      30845963.133893     132041144.027769    -57030181.671491
 3 Jan 2026 07:00:00.000      32570394.535169     131625701.891378    -57030552.346416
 3 Jan 2026 07:03:00.000      34289460.150516     131187617.335193    -57030992.975625
 3 Jan 2026 07:06:00.000      36002883.377060     130726987.375005    -57031468.270977
 3 Jan 2026 07:09:00.000      37710380.691702     130243915.559511    -57031941.618819
 3 Jan 2026 07:12:00.000      39411661.385398     129738511.227170    -57032376.476884
 3 Jan 2026 07:15:00.000      41106427.589909     129210888.692601    -57032737.768470
 3 Jan 2026 07:18:00.000      42794374.596191     128661166.385155    -57032993.220712
 3 Jan 2026 07:21:00.000      44475191.453501     128089465.964141    -57033114.595864
 3 Jan 2026 07:24:00.000      46148561.827817     127495911.436586    -57033078.768649
 3 Jan 2026 07:27:00.000      47814165.089517     126880628.303873    -57032868.608542
 3 Jan 2026 07:30:00.000      49471677.591854     126243742.763455    -57032473.633345
 3 Jan 2026 07:33:00.000      51120774.095427     125585380.990820    -57031890.409108
 3 Jan 2026 07:36:00.000      52761129.288819     124905668.525045    -57031122.681143
 3 Jan 2026 07:39:00.000      54392419.352522     124204729.778743    -57030181.231133
 3 Jan 2026 07:42:00.000      56014323.512229     123482687.689801    -57029083.465781
 3 Jan 2026 07:45:00.000      57626525.528163     122739663.528408    -57027852.752701
 3 Jan 2026 07:48:00.000      59228715.070083     121975776.868261    -57026517.528885
 3 Jan 2026 07:51:00.000      60820588.931865     121191145.725931    -57025110.215760
 3 Jan 2026 07:54:00.000      62401852.045931     120385886.867007    -57023665.982225
 3 Jan 2026 07:57:00.000      63972218.264991     119560116.272377    -57022221.402876
 3 Jan 2026 08:00:00.000      65531410.887423     118713949.752495    -57020813.062585
 3 Jan 2026 08:03:00.000      67079162.911719     117847503.692492    -57019476.160697
 3 Jan 2026 08:06:00.000      68615217.015378     116960895.906116    -57018243.168088
 3 Jan 2026 08:09:00.000      70139325.263238     116054246.572467    -57017142.588316
 3 Jan 2026 08:12:00.000      71651248.559960     115127679.225930    -57016197.870141
 3 Jan 2026 08:15:00.000      73150755.870108     114181321.767247    -57015426.512893
 3 Jan 2026 08:18:00.000      74637623.237296     113215307.462087    -57014839.398828
 3 Jan 2026 08:21:00.000      76111632.640554     112229775.892972    -57014440.377946
